,degree_all,degree_centrality_all,degree_in,degree_centrality_in,degree_out,degree_centrality_out,betweenness_centrality,eigenvector_centrality,cluster
Cenpa,17,0.03136531365313653,17,0.03136531365313653,0,0.0,0.0,0.06846468756484128,LPS_D06_MoM
Zfp622,26,0.04797047970479705,26,0.04797047970479705,0,0.0,0.0,0.08995908971766557,LPS_D06_MoM
Mlxip,53,0.09778597785977859,25,0.046125461254612546,28,0.05166051660516605,1380.0,0.09372512333955009,LPS_D06_MoM
Sgo2a,12,0.02214022140221402,12,0.02214022140221402,0,0.0,0.0,0.018743330666051394,LPS_D06_MoM
Hist1h2ae,18,0.033210332103321034,18,0.033210332103321034,0,0.0,0.0,0.07599566277692883,LPS_D06_MoM
Melk,4,0.007380073800738007,4,0.007380073800738007,0,0.0,0.0,0.009398662591803572,LPS_D06_MoM
Srebf2,54,0.0996309963099631,36,0.06642066420664207,18,0.033210332103321034,969.0,0.14683709940204298,LPS_D06_MoM
Ccnb2,26,0.04797047970479705,26,0.04797047970479705,0,0.0,0.0,0.06378833871600377,LPS_D06_MoM
Smad4,87,0.16051660516605165,26,0.04797047970479705,61,0.11254612546125461,690.0,0.15806477552198037,LPS_D06_MoM
Cdca3,35,0.06457564575645756,35,0.06457564575645756,0,0.0,0.0,0.09057187677501462,LPS_D06_MoM
Vezf1,65,0.11992619926199262,22,0.04059040590405904,43,0.07933579335793357,840.0,0.10430928479666922,LPS_D06_MoM
Mef2d,44,0.08118081180811808,37,0.06826568265682657,7,0.012915129151291513,15.0,0.11707557114652102,LPS_D06_MoM
Oasl1,12,0.02214022140221402,12,0.02214022140221402,0,0.0,0.0,0.022587891785364418,LPS_D06_MoM
Stat6,31,0.05719557195571956,24,0.04428044280442804,7,0.012915129151291513,56.0,0.04062056250818039,LPS_D06_MoM
Sp140,20,0.03690036900369004,17,0.03136531365313653,3,0.005535055350553505,2.0,0.09262896671569953,LPS_D06_MoM
Phf11b,11,0.02029520295202952,11,0.02029520295202952,0,0.0,0.0,0.0538735100562124,LPS_D06_MoM
G0s2,26,0.04797047970479705,26,0.04797047970479705,0,0.0,0.0,0.10210015134395947,LPS_D06_MoM
Aspm,32,0.05904059040590406,32,0.05904059040590406,0,0.0,0.0,0.06572052808319556,LPS_D06_MoM
Igtp,20,0.03690036900369004,20,0.03690036900369004,0,0.0,0.0,0.0452048717827828,LPS_D06_MoM
Cep55,13,0.023985239852398525,13,0.023985239852398525,0,0.0,0.0,0.02576850257736752,LPS_D06_MoM
Zfp3,14,0.025830258302583026,0,0.0,14,0.025830258302583026,0.0,0.03872700117084849,LPS_D06_MoM
Gtf2i,73,0.13468634686346864,36,0.06642066420664207,37,0.06826568265682657,710.0,0.14019930896083285,LPS_D06_MoM
Zhx1,30,0.055350553505535055,30,0.055350553505535055,0,0.0,0.0,0.07942339090024084,LPS_D06_MoM
Fbxo5,17,0.03136531365313653,17,0.03136531365313653,0,0.0,0.0,0.051761852515354735,LPS_D06_MoM
Spc25,27,0.04981549815498155,27,0.04981549815498155,0,0.0,0.0,0.056187902460925164,LPS_D06_MoM
Zfp277,3,0.005535055350553505,3,0.005535055350553505,0,0.0,0.0,0.009839500487998825,LPS_D06_MoM
Ybx3,29,0.05350553505535055,29,0.05350553505535055,0,0.0,0.0,0.12515094814028657,LPS_D06_MoM
Hells,11,0.02029520295202952,11,0.02029520295202952,0,0.0,0.0,0.02448648583787912,LPS_D06_MoM
Nfya,64,0.11808118081180811,26,0.04797047970479705,38,0.07011070110701106,1765.0,0.07164711010602465,LPS_D06_MoM
Irf2,71,0.13099630996309963,41,0.07564575645756458,30,0.055350553505535055,642.0,0.11412857380495416,LPS_D06_MoM
Cdc20,12,0.02214022140221402,12,0.02214022140221402,0,0.0,0.0,0.01488738691935535,LPS_D06_MoM
Procr,23,0.042435424354243544,23,0.042435424354243544,0,0.0,0.0,0.09108737710226343,LPS_D06_MoM
Ppard,28,0.05166051660516605,17,0.03136531365313653,11,0.02029520295202952,341.0,0.05427659160939086,LPS_D06_MoM
Ccl2,25,0.046125461254612546,25,0.046125461254612546,0,0.0,0.0,0.1069739495409814,LPS_D06_MoM
Ect2,10,0.01845018450184502,10,0.01845018450184502,0,0.0,0.0,0.009545982369370532,LPS_D06_MoM
Cit,21,0.03874538745387454,21,0.03874538745387454,0,0.0,0.0,0.06928436491916501,LPS_D06_MoM
Npas2,15,0.027675276752767528,0,0.0,15,0.027675276752767528,0.0,0.03633955544092437,LPS_D06_MoM
Mbd3,15,0.027675276752767528,15,0.027675276752767528,0,0.0,0.0,0.055441614707798494,LPS_D06_MoM
Mafg,22,0.04059040590405904,0,0.0,22,0.04059040590405904,0.0,0.03510301422504027,LPS_D06_MoM
Mt2,42,0.07749077490774908,42,0.07749077490774908,0,0.0,0.0,0.12184169566826283,LPS_D06_MoM
Baz2a,12,0.02214022140221402,12,0.02214022140221402,0,0.0,0.0,0.03952391051526902,LPS_D06_MoM
Ncaph,25,0.046125461254612546,25,0.046125461254612546,0,0.0,0.0,0.04323555431140521,LPS_D06_MoM
Zfp809,33,0.06088560885608856,10,0.01845018450184502,23,0.042435424354243544,773.0,0.040728871237325416,LPS_D06_MoM
Zfhx3,36,0.06642066420664207,33,0.06088560885608856,3,0.005535055350553505,479.0,0.12391440733172226,LPS_D06_MoM
Nkx2-4,4,0.007380073800738007,0,0.0,4,0.007380073800738007,0.0,0.014769976474861297,LPS_D06_MoM
Nfyb,71,0.13099630996309963,19,0.03505535055350553,52,0.0959409594095941,812.0,0.0797817647690681,LPS_D06_MoM
Tmf1,22,0.04059040590405904,22,0.04059040590405904,0,0.0,0.0,0.07364785260474856,LPS_D06_MoM
Ncoa1,28,0.05166051660516605,28,0.05166051660516605,0,0.0,0.0,0.09415123996388573,LPS_D06_MoM
Dhfr,10,0.01845018450184502,10,0.01845018450184502,0,0.0,0.0,0.02063756273573392,LPS_D06_MoM
Rfx2,25,0.046125461254612546,6,0.01107011070110701,19,0.03505535055350553,72.0,0.045489730588129426,LPS_D06_MoM
Stat4,11,0.02029520295202952,0,0.0,11,0.02029520295202952,0.0,0.028176772862039384,LPS_D06_MoM
Plk2,27,0.04981549815498155,27,0.04981549815498155,0,0.0,0.0,0.06451221704045396,LPS_D06_MoM
Hmmr,24,0.04428044280442804,24,0.04428044280442804,0,0.0,0.0,0.05317370530988746,LPS_D06_MoM
Nfat5,27,0.04981549815498155,24,0.04428044280442804,3,0.005535055350553505,4.0,0.09713077780378059,LPS_D06_MoM
Sox4,34,0.06273062730627306,32,0.05904059040590406,2,0.0036900369003690036,476.0,0.07784479663461337,LPS_D06_MoM
Sgo1,20,0.03690036900369004,20,0.03690036900369004,0,0.0,0.0,0.04356725731013027,LPS_D06_MoM
Ccne2,5,0.00922509225092251,5,0.00922509225092251,0,0.0,0.0,0.011729168336713504,LPS_D06_MoM
Tnf,19,0.03505535055350553,19,0.03505535055350553,0,0.0,0.0,0.05817006347179684,LPS_D06_MoM
Hbp1,34,0.06273062730627306,34,0.06273062730627306,0,0.0,0.0,0.07051740490596309,LPS_D06_MoM
Rit1,17,0.03136531365313653,17,0.03136531365313653,0,0.0,0.0,0.07508790300402246,LPS_D06_MoM
Ccl12,13,0.023985239852398525,13,0.023985239852398525,0,0.0,0.0,0.020934414171725025,LPS_D06_MoM
Hivep3,13,0.023985239852398525,0,0.0,13,0.023985239852398525,0.0,0.02175985125652048,LPS_D06_MoM
Cbfb,28,0.05166051660516605,27,0.04981549815498155,1,0.0018450184501845018,0.0,0.05894630122930023,LPS_D06_MoM
Tsc22d4,30,0.055350553505535055,30,0.055350553505535055,0,0.0,0.0,0.0928925999778662,LPS_D06_MoM
Mcm6,18,0.033210332103321034,18,0.033210332103321034,0,0.0,0.0,0.034595673880139156,LPS_D06_MoM
Pimreg,6,0.01107011070110701,6,0.01107011070110701,0,0.0,0.0,0.0118447059387097,LPS_D06_MoM
Zfp207,24,0.04428044280442804,24,0.04428044280442804,0,0.0,0.0,0.06167148597537887,LPS_D06_MoM
Rad51,17,0.03136531365313653,17,0.03136531365313653,0,0.0,0.0,0.04679555807506603,LPS_D06_MoM
Kif4,18,0.033210332103321034,18,0.033210332103321034,0,0.0,0.0,0.03268150162150678,LPS_D06_MoM
Ncor1,42,0.07749077490774908,42,0.07749077490774908,0,0.0,0.0,0.13037446463187036,LPS_D06_MoM
Parp12,16,0.02952029520295203,16,0.02952029520295203,0,0.0,0.0,0.020796271774076343,LPS_D06_MoM
Akna,22,0.04059040590405904,22,0.04059040590405904,0,0.0,0.0,0.03727160747682886,LPS_D06_MoM
Rad51ap1,5,0.00922509225092251,5,0.00922509225092251,0,0.0,0.0,0.00879541994198147,LPS_D06_MoM
Cnbp,31,0.05719557195571956,31,0.05719557195571956,0,0.0,0.0,0.08121555265497614,LPS_D06_MoM
Pbrm1,35,0.06457564575645756,35,0.06457564575645756,0,0.0,0.0,0.09372092903997427,LPS_D06_MoM
Zfp706,33,0.06088560885608856,33,0.06088560885608856,0,0.0,0.0,0.12117938512711457,LPS_D06_MoM
Knstrn,24,0.04428044280442804,24,0.04428044280442804,0,0.0,0.0,0.05310163422844567,LPS_D06_MoM
Yeats4,21,0.03874538745387454,21,0.03874538745387454,0,0.0,0.0,0.059101988911859776,LPS_D06_MoM
Dtl,4,0.007380073800738007,4,0.007380073800738007,0,0.0,0.0,0.008590562542983878,LPS_D06_MoM
Kif22,19,0.03505535055350553,19,0.03505535055350553,0,0.0,0.0,0.052544472667106754,LPS_D06_MoM
Zscan26,5,0.00922509225092251,5,0.00922509225092251,0,0.0,0.0,0.03248401211085903,LPS_D06_MoM
Irf9,36,0.06642066420664207,21,0.03874538745387454,15,0.027675276752767528,188.0,0.04335240955559727,LPS_D06_MoM
Znfx1,27,0.04981549815498155,27,0.04981549815498155,0,0.0,0.0,0.04540463257665415,LPS_D06_MoM
Zfp28,7,0.012915129151291513,5,0.00922509225092251,2,0.0036900369003690036,57.0,0.009549831972182917,LPS_D06_MoM
C330027C09Rik,10,0.01845018450184502,10,0.01845018450184502,0,0.0,0.0,0.01428666501719168,LPS_D06_MoM
E4f1,17,0.03136531365313653,5,0.00922509225092251,12,0.02214022140221402,696.0,0.03542371517564037,LPS_D06_MoM
Purb,37,0.06826568265682657,37,0.06826568265682657,0,0.0,0.0,0.09465627219142983,LPS_D06_MoM
Smad3,7,0.012915129151291513,0,0.0,7,0.012915129151291513,0.0,0.00909305014104682,LPS_D06_MoM
Tcf25,34,0.06273062730627306,34,0.06273062730627306,0,0.0,0.0,0.09185845368806772,LPS_D06_MoM
Kpna2,25,0.046125461254612546,25,0.046125461254612546,0,0.0,0.0,0.06551383785981454,LPS_D06_MoM
Lrrfip2,29,0.05350553505535055,29,0.05350553505535055,0,0.0,0.0,0.0832140157906305,LPS_D06_MoM
Plk1,23,0.042435424354243544,23,0.042435424354243544,0,0.0,0.0,0.04218969976746779,LPS_D06_MoM
Aebp2,39,0.07195571955719557,39,0.07195571955719557,0,0.0,0.0,0.08571680232120403,LPS_D06_MoM
Satb1,8,0.014760147601476014,8,0.014760147601476014,0,0.0,0.0,0.015879486817238858,LPS_D06_MoM
Cdc5l,23,0.042435424354243544,21,0.03874538745387454,2,0.0036900369003690036,11.0,0.05241579330633109,LPS_D06_MoM
Hmg20a,8,0.014760147601476014,8,0.014760147601476014,0,0.0,0.0,0.015678820523590768,LPS_D06_MoM
Arid4a,30,0.055350553505535055,30,0.055350553505535055,0,0.0,0.0,0.1054174786466745,LPS_D06_MoM
Isg20,16,0.02952029520295203,16,0.02952029520295203,0,0.0,0.0,0.01752359448043108,LPS_D06_MoM
Kif2c,20,0.03690036900369004,20,0.03690036900369004,0,0.0,0.0,0.04360873422234498,LPS_D06_MoM
Cmpk2,15,0.027675276752767528,15,0.027675276752767528,0,0.0,0.0,0.02057623160339851,LPS_D06_MoM
Zfp143,22,0.04059040590405904,9,0.016605166051660517,13,0.023985239852398525,1283.0,0.02978729328157014,LPS_D06_MoM
Clec10a,27,0.04981549815498155,27,0.04981549815498155,0,0.0,0.0,0.05283240441350517,LPS_D06_MoM
Epas1,31,0.05719557195571956,24,0.04428044280442804,7,0.012915129151291513,96.0,0.05752913268187154,LPS_D06_MoM
Gabpb2,19,0.03505535055350553,19,0.03505535055350553,0,0.0,0.0,0.045975332769114446,LPS_D06_MoM
Tfe3,34,0.06273062730627306,26,0.04797047970479705,8,0.014760147601476014,1939.0,0.05525739234079712,LPS_D06_MoM
Camta2,26,0.04797047970479705,26,0.04797047970479705,0,0.0,0.0,0.07268458626702204,LPS_D06_MoM
Ahctf1,28,0.05166051660516605,28,0.05166051660516605,0,0.0,0.0,0.07755488002937179,LPS_D06_MoM
Thyn1,22,0.04059040590405904,22,0.04059040590405904,0,0.0,0.0,0.06078787468772443,LPS_D06_MoM
Aff4,44,0.08118081180811808,44,0.08118081180811808,0,0.0,0.0,0.09611724764089458,LPS_D06_MoM
Il6,41,0.07564575645756458,41,0.07564575645756458,0,0.0,0.0,0.09135183265289543,LPS_D06_MoM
Zfp385a,38,0.07011070110701106,38,0.07011070110701106,0,0.0,0.0,0.09685201824981177,LPS_D06_MoM
Pias1,27,0.04981549815498155,27,0.04981549815498155,0,0.0,0.0,0.06746850814038599,LPS_D06_MoM
Kif20a,15,0.027675276752767528,15,0.027675276752767528,0,0.0,0.0,0.031177681988782464,LPS_D06_MoM
Ncor2,24,0.04428044280442804,24,0.04428044280442804,0,0.0,0.0,0.06508951084609417,LPS_D06_MoM
Tcf21,4,0.007380073800738007,0,0.0,4,0.007380073800738007,0.0,0.00745527245513008,LPS_D06_MoM
Dusp2,28,0.05166051660516605,28,0.05166051660516605,0,0.0,0.0,0.0575116933808511,LPS_D06_MoM
Nek2,14,0.025830258302583026,14,0.025830258302583026,0,0.0,0.0,0.0230841999112932,LPS_D06_MoM
Ubtf,30,0.055350553505535055,30,0.055350553505535055,0,0.0,0.0,0.05627052070236102,LPS_D06_MoM
Maf1,19,0.03505535055350553,19,0.03505535055350553,0,0.0,0.0,0.044652135041424755,LPS_D06_MoM
Smad2,26,0.04797047970479705,19,0.03505535055350553,7,0.012915129151291513,1063.0,0.033614293912267106,LPS_D06_MoM
Scgb1a1,22,0.04059040590405904,22,0.04059040590405904,0,0.0,0.0,0.033519963255294466,LPS_D06_MoM
Nhlh1,5,0.00922509225092251,0,0.0,5,0.00922509225092251,0.0,0.006228773841665712,LPS_D06_MoM
Hmg20b,22,0.04059040590405904,22,0.04059040590405904,0,0.0,0.0,0.0640698661675862,LPS_D06_MoM
Arid4b,38,0.07011070110701106,38,0.07011070110701106,0,0.0,0.0,0.06715803477324045,LPS_D06_MoM
Zkscan3,31,0.05719557195571956,26,0.04797047970479705,5,0.00922509225092251,20.0,0.04542020016286219,LPS_D06_MoM
Arid1b,27,0.04981549815498155,27,0.04981549815498155,0,0.0,0.0,0.0509311476826909,LPS_D06_MoM
Mycn,7,0.012915129151291513,0,0.0,7,0.012915129151291513,0.0,0.023209432908350692,LPS_D06_MoM
Jarid2,38,0.07011070110701106,38,0.07011070110701106,0,0.0,0.0,0.08635660031582669,LPS_D06_MoM
Kifc1,28,0.05166051660516605,28,0.05166051660516605,0,0.0,0.0,0.05004297167764985,LPS_D06_MoM
Dnajc2,35,0.06457564575645756,35,0.06457564575645756,0,0.0,0.0,0.06515960007831359,LPS_D06_MoM
Zfp318,30,0.055350553505535055,30,0.055350553505535055,0,0.0,0.0,0.05599332936384959,LPS_D06_MoM
Preb,18,0.033210332103321034,18,0.033210332103321034,0,0.0,0.0,0.03188566474622631,LPS_D06_MoM
Mysm1,30,0.055350553505535055,30,0.055350553505535055,0,0.0,0.0,0.04963108669037414,LPS_D06_MoM
Hist1h2ab,8,0.014760147601476014,8,0.014760147601476014,0,0.0,0.0,0.02541914947944375,LPS_D06_MoM
Kmt2c,42,0.07749077490774908,42,0.07749077490774908,0,0.0,0.0,0.09033247408472697,LPS_D06_MoM
Zfp326,35,0.06457564575645756,35,0.06457564575645756,0,0.0,0.0,0.06623155200537924,LPS_D06_MoM
Hivep2,42,0.07749077490774908,33,0.06088560885608856,9,0.016605166051660517,1492.0,0.06195018259219554,LPS_D06_MoM
Ciz1,23,0.042435424354243544,23,0.042435424354243544,0,0.0,0.0,0.04025792453953702,LPS_D06_MoM
Thap11,49,0.09040590405904059,23,0.042435424354243544,26,0.04797047970479705,577.0,0.06310889547516668,LPS_D06_MoM
Zfp655,26,0.04797047970479705,26,0.04797047970479705,0,0.0,0.0,0.05237824909581156,LPS_D06_MoM
Socs1,22,0.04059040590405904,22,0.04059040590405904,0,0.0,0.0,0.029696677972665557,LPS_D06_MoM
Arid1a,28,0.05166051660516605,28,0.05166051660516605,0,0.0,0.0,0.050268216047271955,LPS_D06_MoM
Foxj2,34,0.06273062730627306,25,0.046125461254612546,9,0.016605166051660517,49.0,0.05326046974592897,LPS_D06_MoM
Smarce1,24,0.04428044280442804,24,0.04428044280442804,0,0.0,0.0,0.06376240664080425,LPS_D06_MoM
Aff1,30,0.055350553505535055,30,0.055350553505535055,0,0.0,0.0,0.06141761244218331,LPS_D06_MoM
Arid2,39,0.07195571955719557,17,0.03136531365313653,22,0.04059040590405904,147.0,0.05854772036803214,LPS_D06_MoM
Hist1h1d,6,0.01107011070110701,6,0.01107011070110701,0,0.0,0.0,0.018288994815498547,LPS_D06_MoM
Zfp871,26,0.04797047970479705,26,0.04797047970479705,0,0.0,0.0,0.03859772094156052,LPS_D06_MoM
Zfp84,12,0.02214022140221402,12,0.02214022140221402,0,0.0,0.0,0.018996622548916618,LPS_D06_MoM
Foxj3,29,0.05350553505535055,19,0.03505535055350553,10,0.01845018450184502,207.0,0.041796766167473166,LPS_D06_MoM
Zfp800,27,0.04981549815498155,27,0.04981549815498155,0,0.0,0.0,0.05840365895748417,LPS_D06_MoM
Zfp91,39,0.07195571955719557,39,0.07195571955719557,0,0.0,0.0,0.07787543374914714,LPS_D06_MoM
Lyar,18,0.033210332103321034,18,0.033210332103321034,0,0.0,0.0,0.03705928415473001,LPS_D06_MoM
Mier1,35,0.06457564575645756,35,0.06457564575645756,0,0.0,0.0,0.06370569968693274,LPS_D06_MoM
Cic,32,0.05904059040590406,32,0.05904059040590406,0,0.0,0.0,0.05238080632226527,LPS_D06_MoM
Prdm2,32,0.05904059040590406,32,0.05904059040590406,0,0.0,0.0,0.052388811057145886,LPS_D06_MoM
Wfdc10,5,0.00922509225092251,5,0.00922509225092251,0,0.0,0.0,0.011969244949401032,LPS_D06_MoM
Gata2,13,0.023985239852398525,0,0.0,13,0.023985239852398525,0.0,0.02284872462170335,LPS_D06_MoM
Irf4,29,0.05350553505535055,16,0.02952029520295203,13,0.023985239852398525,681.0,0.045233179897202276,LPS_D06_MoM
Khsrp,25,0.046125461254612546,25,0.046125461254612546,0,0.0,0.0,0.04260032160742358,LPS_D06_MoM
Rbck1,25,0.046125461254612546,25,0.046125461254612546,0,0.0,0.0,0.03779478094758281,LPS_D06_MoM
Mef2b,2,0.0036900369003690036,0,0.0,2,0.0036900369003690036,0.0,0.0021395981987028237,LPS_D06_MoM
Ebf1,11,0.02029520295202952,0,0.0,11,0.02029520295202952,0.0,0.01263873683939989,LPS_D06_MoM
Phb,33,0.06088560885608856,33,0.06088560885608856,0,0.0,0.0,0.06134167144050711,LPS_D06_MoM
Rfx3,6,0.01107011070110701,0,0.0,6,0.01107011070110701,0.0,0.005216759934164764,LPS_D06_MoM
Paxbp1,29,0.05350553505535055,29,0.05350553505535055,0,0.0,0.0,0.058387731610716906,LPS_D06_MoM
Cc2d1a,4,0.007380073800738007,4,0.007380073800738007,0,0.0,0.0,0.0027247370153772894,LPS_D06_MoM
Rxrg,4,0.007380073800738007,0,0.0,4,0.007380073800738007,0.0,0.008881213591727962,LPS_D06_MoM
Hist1h3b,9,0.016605166051660517,9,0.016605166051660517,0,0.0,0.0,0.01978769393111364,LPS_D06_MoM
Rcor1,29,0.05350553505535055,29,0.05350553505535055,0,0.0,0.0,0.053852455000462075,LPS_D06_MoM
Hspa1a,30,0.055350553505535055,30,0.055350553505535055,0,0.0,0.0,0.052725754552387614,LPS_D06_MoM
Slc40a1,17,0.03136531365313653,17,0.03136531365313653,0,0.0,0.0,0.035658575054288995,LPS_D06_MoM
Rfx1,21,0.03874538745387454,6,0.01107011070110701,15,0.027675276752767528,278.0,0.022314884737321884,LPS_D06_MoM
Xpa,15,0.027675276752767528,15,0.027675276752767528,0,0.0,0.0,0.028126743969428387,LPS_D06_MoM
Zfp131,20,0.03690036900369004,20,0.03690036900369004,0,0.0,0.0,0.03134740832589775,LPS_D06_MoM
Gmeb2,10,0.01845018450184502,4,0.007380073800738007,6,0.01107011070110701,352.0,0.008963101589699535,LPS_D06_MoM
Hoxd3,1,0.0018450184501845018,0,0.0,1,0.0018450184501845018,0.0,0.0018724514386885835,LPS_D06_MoM
Zfp384,12,0.02214022140221402,12,0.02214022140221402,0,0.0,0.0,0.02282389044998541,LPS_D06_MoM
Hist1h2an,8,0.014760147601476014,8,0.014760147601476014,0,0.0,0.0,0.01411078932649984,LPS_D06_MoM
Hspa1b,24,0.04428044280442804,24,0.04428044280442804,0,0.0,0.0,0.041370578170415354,LPS_D06_MoM
Carhsp1,28,0.05166051660516605,28,0.05166051660516605,0,0.0,0.0,0.04634567967336326,LPS_D06_MoM
Dnajc1,32,0.05904059040590406,32,0.05904059040590406,0,0.0,0.0,0.045659285708587294,LPS_D06_MoM
Smarcal1,17,0.03136531365313653,17,0.03136531365313653,0,0.0,0.0,0.027865461324118063,LPS_D06_MoM
Hoxa6,2,0.0036900369003690036,0,0.0,2,0.0036900369003690036,0.0,0.0022042056979040673,LPS_D06_MoM
Smad5,12,0.02214022140221402,12,0.02214022140221402,0,0.0,0.0,0.020778429417766253,LPS_D06_MoM
Zfp260,14,0.025830258302583026,14,0.025830258302583026,0,0.0,0.0,0.022315350192577077,LPS_D06_MoM
Nfib,3,0.005535055350553505,0,0.0,3,0.005535055350553505,0.0,0.0038680145601147314,LPS_D06_MoM
Ear6,6,0.01107011070110701,6,0.01107011070110701,0,0.0,0.0,0.008712166230760463,LPS_D06_MoM
Tsc22d1,30,0.055350553505535055,30,0.055350553505535055,0,0.0,0.0,0.043034055571460804,LPS_D06_MoM
Tox4,19,0.03505535055350553,19,0.03505535055350553,0,0.0,0.0,0.03456486512674281,LPS_D06_MoM
Elf5,2,0.0036900369003690036,0,0.0,2,0.0036900369003690036,0.0,0.009930415815083336,LPS_D06_MoM
Zbtb44,29,0.05350553505535055,29,0.05350553505535055,0,0.0,0.0,0.03998640830684335,LPS_D06_MoM
Zfp280d,21,0.03874538745387454,21,0.03874538745387454,0,0.0,0.0,0.0429626705303626,LPS_D06_MoM
Rcor3,25,0.046125461254612546,25,0.046125461254612546,0,0.0,0.0,0.03544579031237892,LPS_D06_MoM
Nanog,5,0.00922509225092251,0,0.0,5,0.00922509225092251,0.0,0.0035945224142164937,LPS_D06_MoM
Zfp691,17,0.03136531365313653,12,0.02214022140221402,5,0.00922509225092251,218.0,0.018616197867951448,LPS_D06_MoM
Foxk1,20,0.03690036900369004,18,0.033210332103321034,2,0.0036900369003690036,92.0,0.02555122882691984,LPS_D06_MoM
Thap12,11,0.02029520295202952,11,0.02029520295202952,0,0.0,0.0,0.022944634907068127,LPS_D06_MoM
Neurog2,2,0.0036900369003690036,0,0.0,2,0.0036900369003690036,0.0,0.0006641070628188999,LPS_D06_MoM
Nfxl1,19,0.03505535055350553,19,0.03505535055350553,0,0.0,0.0,0.02324269937651384,LPS_D06_MoM
Egr4,10,0.01845018450184502,0,0.0,10,0.01845018450184502,0.0,0.01294841785862985,LPS_D06_MoM
Mta2,21,0.03874538745387454,21,0.03874538745387454,0,0.0,0.0,0.03588677276659887,LPS_D06_MoM
Gatad1,32,0.05904059040590406,32,0.05904059040590406,0,0.0,0.0,0.051346940948503714,LPS_D06_MoM
Zfp335,4,0.007380073800738007,4,0.007380073800738007,0,0.0,0.0,0.008511957302724292,LPS_D06_MoM
Zfp62,16,0.02952029520295203,16,0.02952029520295203,0,0.0,0.0,0.025433426158400673,LPS_D06_MoM
Zfp280c,2,0.0036900369003690036,2,0.0036900369003690036,0,0.0,0.0,0.004921298647866592,LPS_D06_MoM
Tfam,14,0.025830258302583026,14,0.025830258302583026,0,0.0,0.0,0.0165871297591949,LPS_D06_MoM
Hmgxb4,7,0.012915129151291513,7,0.012915129151291513,0,0.0,0.0,0.007690531617997818,LPS_D06_MoM
Zfp942,8,0.014760147601476014,8,0.014760147601476014,0,0.0,0.0,0.017609231790741104,LPS_D06_MoM
Zfp407,20,0.03690036900369004,20,0.03690036900369004,0,0.0,0.0,0.03210634929200012,LPS_D06_MoM
Zfp410,10,0.01845018450184502,8,0.014760147601476014,2,0.0036900369003690036,27.0,0.016860741222225313,LPS_D06_MoM
Zfp653,9,0.016605166051660517,9,0.016605166051660517,0,0.0,0.0,0.010136851750769494,LPS_D06_MoM
Zfp512,19,0.03505535055350553,19,0.03505535055350553,0,0.0,0.0,0.026002860705035324,LPS_D06_MoM
Terf1,11,0.02029520295202952,11,0.02029520295202952,0,0.0,0.0,0.013470006904609606,LPS_D06_MoM
Cpm,6,0.01107011070110701,6,0.01107011070110701,0,0.0,0.0,0.0073638718206811,LPS_D06_MoM
Zscan29,9,0.016605166051660517,9,0.016605166051660517,0,0.0,0.0,0.01573465714440581,LPS_D06_MoM
Zbtb43,12,0.02214022140221402,12,0.02214022140221402,0,0.0,0.0,0.018160266650800887,LPS_D06_MoM
Zbtb16,1,0.0018450184501845018,0,0.0,1,0.0018450184501845018,0.0,0.0012974776216659015,LPS_D06_MoM
Terf2,16,0.02952029520295203,16,0.02952029520295203,0,0.0,0.0,0.02201389545880684,LPS_D06_MoM
Hmbox1,16,0.02952029520295203,16,0.02952029520295203,0,0.0,0.0,0.018118505607086464,LPS_D06_MoM
Zfp787,15,0.027675276752767528,15,0.027675276752767528,0,0.0,0.0,0.020850532364529346,LPS_D06_MoM
Zbtb22,14,0.025830258302583026,14,0.025830258302583026,0,0.0,0.0,0.020714287856098777,LPS_D06_MoM
Fiz1,6,0.01107011070110701,6,0.01107011070110701,0,0.0,0.0,0.008180271242401423,LPS_D06_MoM
Sp100,4,0.007380073800738007,0,0.0,4,0.007380073800738007,0.0,0.002013823501428579,LPS_D06_MoM
Nfrkb,9,0.016605166051660517,9,0.016605166051660517,0,0.0,0.0,0.012603329610333768,LPS_D06_MoM
Zbtb11,20,0.03690036900369004,20,0.03690036900369004,0,0.0,0.0,0.0229705936282496,LPS_D06_MoM
Thap4,18,0.033210332103321034,18,0.033210332103321034,0,0.0,0.0,0.0248456865942658,LPS_D06_MoM
Zfp609,13,0.023985239852398525,13,0.023985239852398525,0,0.0,0.0,0.01724497940600753,LPS_D06_MoM
Zfp513,9,0.016605166051660517,9,0.016605166051660517,0,0.0,0.0,0.011674803810476213,LPS_D06_MoM
Ttf1,11,0.02029520295202952,11,0.02029520295202952,0,0.0,0.0,0.015432082151903937,LPS_D06_MoM
Pax9,3,0.005535055350553505,0,0.0,3,0.005535055350553505,0.0,0.002290742656655876,LPS_D06_MoM
Zfp24,9,0.016605166051660517,9,0.016605166051660517,0,0.0,0.0,0.011661575282915691,LPS_D06_MoM
Zfp687,9,0.016605166051660517,9,0.016605166051660517,0,0.0,0.0,0.012381215460356223,LPS_D06_MoM
Wdhd1,1,0.0018450184501845018,1,0.0018450184501845018,0,0.0,0.0,0.003856482011198036,LPS_D06_MoM
Nfx1,16,0.02952029520295203,16,0.02952029520295203,0,0.0,0.0,0.022262559760730338,LPS_D06_MoM
Blzf1,13,0.023985239852398525,13,0.023985239852398525,0,0.0,0.0,0.013981151484700746,LPS_D06_MoM
