,degree_all,degree_centrality_all,degree_in,degree_centrality_in,degree_out,degree_centrality_out,betweenness_centrality,eigenvector_centrality,cluster
Rfx5,69,0.12825278810408922,9,0.016728624535315983,60,0.11152416356877323,1541.0,0.5213856282906493,Homeostasis_D00_MoM
H2-Ab1,14,0.026022304832713755,14,0.026022304832713755,0,0.0,0.0,1.0,Homeostasis_D00_MoM
Sp3,239,0.44423791821561337,33,0.06133828996282528,206,0.3828996282527881,7282.0,0.5703135457794498,Homeostasis_D00_MoM
Nfyc,43,0.07992565055762081,14,0.026022304832713755,29,0.05390334572490706,1599.0,0.374708239127339,Homeostasis_D00_MoM
Sp1,194,0.36059479553903345,25,0.046468401486988845,169,0.3141263940520446,2773.0,0.49047737954993564,Homeostasis_D00_MoM
Pparg,53,0.09851301115241635,38,0.07063197026022305,15,0.027881040892193308,853.0,0.11716173160125445,Homeostasis_D00_MoM
Ccl6,26,0.048327137546468404,26,0.048327137546468404,0,0.0,0.0,0.17963350727348643,Homeostasis_D00_MoM
Foxo1,19,0.03531598513011153,12,0.022304832713754646,7,0.013011152416356878,586.0,0.20048947126768019,Homeostasis_D00_MoM
E2f4,166,0.30855018587360594,14,0.026022304832713755,152,0.2825278810408922,929.0,0.35302289980502,Homeostasis_D00_MoM
Irf3,68,0.12639405204460966,15,0.027881040892193308,53,0.09851301115241635,818.0,0.2061145980774581,Homeostasis_D00_MoM
Tcf7l2,104,0.19330855018587362,34,0.06319702602230483,70,0.13011152416356878,5.0,0.26592796221659043,Homeostasis_D00_MoM
Irf8,85,0.1579925650557621,52,0.09665427509293681,33,0.06133828996282528,85.0,0.15604318324352964,Homeostasis_D00_MoM
S100a8,12,0.022304832713754646,12,0.022304832713754646,0,0.0,0.0,0.09161264165062538,Homeostasis_D00_MoM
Nfix,9,0.016728624535315983,0,0.0,9,0.016728624535315983,0.0,0.028223739215367822,Homeostasis_D00_MoM
Klf13,183,0.34014869888475835,44,0.08178438661710037,139,0.258364312267658,1525.0,0.3603685412321688,Homeostasis_D00_MoM
Mt1,19,0.03531598513011153,19,0.03531598513011153,0,0.0,0.0,0.1897569045192853,Homeostasis_D00_MoM
Bhlhe41,72,0.13382899628252787,9,0.016728624535315983,63,0.1171003717472119,0.0,0.20989420361074765,Homeostasis_D00_MoM
Fabp5,33,0.06133828996282528,33,0.06133828996282528,0,0.0,0.0,0.2365118235485633,Homeostasis_D00_MoM
Foxk2,46,0.08550185873605948,7,0.013011152416356878,39,0.0724907063197026,959.0,0.15906422562272943,Homeostasis_D00_MoM
Rest,166,0.30855018587360594,0,0.0,166,0.30855018587360594,0.0,0.1770659641940498,Homeostasis_D00_MoM
Egr1,202,0.3754646840148699,46,0.08550185873605948,156,0.2899628252788104,322.0,0.44586603909780564,Homeostasis_D00_MoM
Cxcl2,28,0.05204460966542751,28,0.05204460966542751,0,0.0,0.0,0.21023078455173586,Homeostasis_D00_MoM
Fli1,67,0.12453531598513011,0,0.0,67,0.12453531598513011,0.0,0.09193095231784995,Homeostasis_D00_MoM
Lyz2,8,0.01486988847583643,8,0.01486988847583643,0,0.0,0.0,0.08546350281982144,Homeostasis_D00_MoM
Sp2,164,0.3048327137546468,3,0.0055762081784386614,161,0.2992565055762082,1492.0,0.2597475223475558,Homeostasis_D00_MoM
Zbtb14,154,0.2862453531598513,10,0.01858736059479554,144,0.26765799256505574,3324.0,0.19342314337016367,Homeostasis_D00_MoM
Fos,100,0.18587360594795538,20,0.03717472118959108,80,0.14869888475836432,0.0,0.47836896430205644,Homeostasis_D00_MoM
Mef2a,143,0.26579925650557623,26,0.048327137546468404,117,0.2174721189591078,69.0,0.20016237548708868,Homeostasis_D00_MoM
Mafb,51,0.09479553903345725,37,0.0687732342007435,14,0.026022304832713755,0.0,0.2865947362157253,Homeostasis_D00_MoM
Spi1,56,0.10408921933085502,16,0.02973977695167286,40,0.07434944237918216,127.0,0.15761993556521733,Homeostasis_D00_MoM
Foxp4,24,0.04460966542750929,12,0.022304832713754646,12,0.022304832713754646,361.0,0.12559362950494224,Homeostasis_D00_MoM
Nr3c1,147,0.2732342007434944,0,0.0,147,0.2732342007434944,0.0,0.1919062331644812,Homeostasis_D00_MoM
Junb,91,0.1691449814126394,51,0.09479553903345725,40,0.07434944237918216,1237.0,0.25294514976226956,Homeostasis_D00_MoM
Usf2,148,0.275092936802974,31,0.05762081784386617,117,0.2174721189591078,896.0,0.2168227241965444,Homeostasis_D00_MoM
Ctsd,31,0.05762081784386617,31,0.05762081784386617,0,0.0,0.0,0.23733279888638228,Homeostasis_D00_MoM
Mitf,47,0.08736059479553904,29,0.05390334572490706,18,0.03345724907063197,388.0,0.07793453068739177,Homeostasis_D00_MoM
Bhlhe40,206,0.3828996282527881,54,0.10037174721189591,152,0.2825278810408922,1461.0,0.26949262347608766,Homeostasis_D00_MoM
Maf,51,0.09479553903345725,19,0.03531598513011153,32,0.05947955390334572,3.0,0.12641229363316003,Homeostasis_D00_MoM
Max,185,0.34386617100371747,24,0.04460966542750929,161,0.2992565055762082,7572.0,0.19855553317361976,Homeostasis_D00_MoM
Cebpb,136,0.2527881040892193,45,0.08364312267657993,91,0.1691449814126394,135.0,0.3636753934487741,Homeostasis_D00_MoM
Zfp652,4,0.007434944237918215,0,0.0,4,0.007434944237918215,0.0,0.012903127737810546,Homeostasis_D00_MoM
Elf4,34,0.06319702602230483,5,0.00929368029739777,29,0.05390334572490706,467.0,0.03159956111514898,Homeostasis_D00_MoM
Egr2,110,0.20446096654275092,26,0.048327137546468404,84,0.15613382899628253,744.0,0.18564002092880322,Homeostasis_D00_MoM
Malat1,35,0.06505576208178439,35,0.06505576208178439,0,0.0,0.0,0.3029067199235326,Homeostasis_D00_MoM
Esrra,81,0.15055762081784388,21,0.03903345724907063,60,0.11152416356877323,2350.0,0.09059231613810954,Homeostasis_D00_MoM
Jund,81,0.15055762081784388,0,0.0,81,0.15055762081784388,0.0,0.10553956877448288,Homeostasis_D00_MoM
Tsc22d3,20,0.03717472118959108,20,0.03717472118959108,0,0.0,0.0,0.12093517122387325,Homeostasis_D00_MoM
Mt2,50,0.09293680297397769,50,0.09293680297397769,0,0.0,0.0,0.1927477040308562,Homeostasis_D00_MoM
Creb1,109,0.20260223048327136,24,0.04460966542750929,85,0.1579925650557621,1971.0,0.11309933813863597,Homeostasis_D00_MoM
Cebpz,50,0.09293680297397769,19,0.03531598513011153,31,0.05762081784386617,76.0,0.13768545541240665,Homeostasis_D00_MoM
Fth1,50,0.09293680297397769,50,0.09293680297397769,0,0.0,0.0,0.24667485972925968,Homeostasis_D00_MoM
Hsf1,28,0.05204460966542751,11,0.020446096654275093,17,0.031598513011152414,557.0,0.020971911417215165,Homeostasis_D00_MoM
Irf7,21,0.03903345724907063,0,0.0,21,0.03903345724907063,0.0,0.02323145188071972,Homeostasis_D00_MoM
Stat1,153,0.2843866171003718,44,0.08178438661710037,109,0.20260223048327136,739.0,0.1551310295277272,Homeostasis_D00_MoM
Rfx3,13,0.024163568773234202,0,0.0,13,0.024163568773234202,0.0,0.021721031641149923,Homeostasis_D00_MoM
Mbtps2,70,0.13011152416356878,22,0.040892193308550186,48,0.08921933085501858,1188.0,0.06234399184639352,Homeostasis_D00_MoM
Klf4,178,0.3308550185873606,55,0.10223048327137546,123,0.22862453531598512,1685.0,0.2835397101184612,Homeostasis_D00_MoM
Yy1,226,0.4200743494423792,36,0.06691449814126393,190,0.35315985130111527,2270.0,0.23043116236999475,Homeostasis_D00_MoM
Elf1,166,0.30855018587360594,0,0.0,166,0.30855018587360594,0.0,0.15830536205403217,Homeostasis_D00_MoM
Ets1,127,0.23605947955390336,36,0.06691449814126393,91,0.1691449814126394,456.0,0.2316512972170513,Homeostasis_D00_MoM
Fgl2,7,0.013011152416356878,7,0.013011152416356878,0,0.0,0.0,0.0434021287046342,Homeostasis_D00_MoM
Psap,36,0.06691449814126393,36,0.06691449814126393,0,0.0,0.0,0.18099870068051901,Homeostasis_D00_MoM
E2f7,124,0.23048327137546468,15,0.027881040892193308,109,0.20260223048327136,2018.0,0.09685348798694252,Homeostasis_D00_MoM
Top2a,9,0.016728624535315983,9,0.016728624535315983,0,0.0,0.0,0.03051176479945299,Homeostasis_D00_MoM
Zbtb7a,205,0.38104089219330856,32,0.05947955390334572,173,0.3215613382899628,609.0,0.26722554161770484,Homeostasis_D00_MoM
Zeb2,24,0.04460966542750929,24,0.04460966542750929,0,0.0,0.0,0.15474619016605312,Homeostasis_D00_MoM
Nr2c1,14,0.026022304832713755,3,0.0055762081784386614,11,0.020446096654275093,212.0,0.030974049482114754,Homeostasis_D00_MoM
Atf3,205,0.38104089219330856,45,0.08364312267657993,160,0.29739776951672864,1319.0,0.35421106309812306,Homeostasis_D00_MoM
Jun,84,0.15613382899628253,43,0.07992565055762081,41,0.0762081784386617,331.0,0.18023377794168585,Homeostasis_D00_MoM
Mbd1,109,0.20260223048327136,16,0.02973977695167286,93,0.17286245353159851,3431.0,0.10457846352066162,Homeostasis_D00_MoM
E4f1,26,0.048327137546468404,8,0.01486988847583643,18,0.03345724907063197,1303.0,0.056097180347925754,Homeostasis_D00_MoM
Bach1,68,0.12639405204460966,48,0.08921933085501858,20,0.03717472118959108,1225.0,0.08999812333700308,Homeostasis_D00_MoM
Id3,41,0.0762081784386617,13,0.024163568773234202,28,0.05204460966542751,2130.0,0.05873605944603102,Homeostasis_D00_MoM
Rxra,160,0.29739776951672864,0,0.0,160,0.29739776951672864,0.0,0.1603037782314694,Homeostasis_D00_MoM
Cebpa,43,0.07992565055762081,35,0.06505576208178439,8,0.01486988847583643,5.0,0.1691933697631107,Homeostasis_D00_MoM
Pknox1,29,0.05390334572490706,11,0.020446096654275093,18,0.03345724907063197,135.0,0.022800232291850867,Homeostasis_D00_MoM
Ccl3,13,0.024163568773234202,13,0.024163568773234202,0,0.0,0.0,0.058007032732042656,Homeostasis_D00_MoM
Pclaf,6,0.011152416356877323,6,0.011152416356877323,0,0.0,0.0,0.023040280743937908,Homeostasis_D00_MoM
Bclaf1,186,0.34572490706319703,31,0.05762081784386617,155,0.28810408921933084,1350.0,0.2024757989796969,Homeostasis_D00_MoM
Setdb1,161,0.2992565055762082,8,0.01486988847583643,153,0.2843866171003718,1888.0,0.15584567092523555,Homeostasis_D00_MoM
Mbd2,160,0.29739776951672864,33,0.06133828996282528,127,0.23605947955390336,1336.0,0.20590658503129478,Homeostasis_D00_MoM
Sub1,21,0.03903345724907063,21,0.03903345724907063,0,0.0,0.0,0.10143503474371096,Homeostasis_D00_MoM
Tmsb4x,32,0.05947955390334572,32,0.05947955390334572,0,0.0,0.0,0.1810575962710281,Homeostasis_D00_MoM
Actb,55,0.10223048327137546,55,0.10223048327137546,0,0.0,0.0,0.16021358422994209,Homeostasis_D00_MoM
Plek,16,0.02973977695167286,16,0.02973977695167286,0,0.0,0.0,0.08580382117106225,Homeostasis_D00_MoM
Nr4a2,37,0.0687732342007435,24,0.04460966542750929,13,0.024163568773234202,18.0,0.06962352907115993,Homeostasis_D00_MoM
Stat2,82,0.1524163568773234,18,0.03345724907063197,64,0.11895910780669144,2761.0,0.0677106442685061,Homeostasis_D00_MoM
Ifi211,10,0.01858736059479554,10,0.01858736059479554,0,0.0,0.0,0.015465815326585,Homeostasis_D00_MoM
Smarcc2,72,0.13382899628252787,36,0.06691449814126393,36,0.06691449814126393,1541.0,0.051555104717580104,Homeostasis_D00_MoM
Mef2c,76,0.1412639405204461,1,0.0018587360594795538,75,0.13940520446096655,0.0,0.07909745729727728,Homeostasis_D00_MoM
Rfx2,31,0.05762081784386617,2,0.0037174721189591076,29,0.05390334572490706,69.0,0.046095712903103075,Homeostasis_D00_MoM
Atf1,94,0.17472118959107807,40,0.07434944237918216,54,0.10037174721189591,2842.0,0.12911167401107257,Homeostasis_D00_MoM
Pura,96,0.17843866171003717,37,0.0687732342007435,59,0.10966542750929369,2231.0,0.10183063305251196,Homeostasis_D00_MoM
Zfp28,8,0.01486988847583643,1,0.0018587360594795538,7,0.013011152416356878,224.0,0.06325589479077406,Homeostasis_D00_MoM
Stat3,120,0.22304832713754646,34,0.06319702602230483,86,0.15985130111524162,1671.0,0.1663605261710129,Homeostasis_D00_MoM
Zfp281,88,0.16356877323420074,21,0.03903345724907063,67,0.12453531598513011,1828.0,0.08967313304498047,Homeostasis_D00_MoM
Nfia,12,0.022304832713754646,0,0.0,12,0.022304832713754646,0.0,0.01752198101166914,Homeostasis_D00_MoM
Inhba,5,0.00929368029739777,5,0.00929368029739777,0,0.0,0.0,0.013614204353147329,Homeostasis_D00_MoM
Rfx1,13,0.024163568773234202,2,0.0037174721189591076,11,0.020446096654275093,418.0,0.013346619003465045,Homeostasis_D00_MoM
Mnt,64,0.11895910780669144,12,0.022304832713754646,52,0.09665427509293681,1031.0,0.07067329293104349,Homeostasis_D00_MoM
Tfeb,44,0.08178438661710037,33,0.06133828996282528,11,0.020446096654275093,1254.0,0.04087847616295563,Homeostasis_D00_MoM
Mlx,54,0.10037174721189591,0,0.0,54,0.10037174721189591,0.0,0.0779091631897954,Homeostasis_D00_MoM
Ppard,43,0.07992565055762081,23,0.04275092936802974,20,0.03717472118959108,833.0,0.045968939786726726,Homeostasis_D00_MoM
Ftl1,47,0.08736059479553904,47,0.08736059479553904,0,0.0,0.0,0.11808914268699448,Homeostasis_D00_MoM
Nr4a1,62,0.11524163568773234,46,0.08550185873605948,16,0.02973977695167286,542.0,0.16405677244068517,Homeostasis_D00_MoM
Zfp219,58,0.10780669144981413,27,0.05018587360594796,31,0.05762081784386617,757.0,0.06406516589312529,Homeostasis_D00_MoM
Mki67,28,0.05204460966542751,28,0.05204460966542751,0,0.0,0.0,0.05295742518665292,Homeostasis_D00_MoM
Patz1,76,0.1412639405204461,0,0.0,76,0.1412639405204461,0.0,0.06675526752028323,Homeostasis_D00_MoM
Usf1,101,0.18773234200743494,22,0.040892193308550186,79,0.14684014869888476,1102.0,0.10274166082537685,Homeostasis_D00_MoM
Spp1,12,0.022304832713754646,12,0.022304832713754646,0,0.0,0.0,0.05013417617579217,Homeostasis_D00_MoM
Tmem37,27,0.05018587360594796,27,0.05018587360594796,0,0.0,0.0,0.0601359084532921,Homeostasis_D00_MoM
Rara,72,0.13382899628252787,51,0.09479553903345725,21,0.03903345724907063,686.0,0.14202467385314665,Homeostasis_D00_MoM
Zmiz1,20,0.03717472118959108,20,0.03717472118959108,0,0.0,0.0,0.07187382869181108,Homeostasis_D00_MoM
Mlxip,49,0.09107806691449814,16,0.02973977695167286,33,0.06133828996282528,1243.0,0.042131222266634585,Homeostasis_D00_MoM
Rel,76,0.1412639405204461,43,0.07992565055762081,33,0.06133828996282528,1258.0,0.0978600791627865,Homeostasis_D00_MoM
Zbtb1,89,0.1654275092936803,25,0.046468401486988845,64,0.11895910780669144,3578.0,0.05538358932681041,Homeostasis_D00_MoM
Pou2f2,131,0.24349442379182157,0,0.0,131,0.24349442379182157,0.0,0.15652531195950908,Homeostasis_D00_MoM
Gadd45b,26,0.048327137546468404,26,0.048327137546468404,0,0.0,0.0,0.1299245543687009,Homeostasis_D00_MoM
Ctcf,188,0.34944237918215615,41,0.0762081784386617,147,0.2732342007434944,5353.0,0.20415900735079454,Homeostasis_D00_MoM
Maff,113,0.2100371747211896,41,0.0762081784386617,72,0.13382899628252787,5785.0,0.10125808477379872,Homeostasis_D00_MoM
Stat5b,36,0.06691449814126393,19,0.03531598513011153,17,0.031598513011152414,341.0,0.031322871390519744,Homeostasis_D00_MoM
Etv6,66,0.12267657992565056,27,0.05018587360594796,39,0.0724907063197026,4305.0,0.04701286024995235,Homeostasis_D00_MoM
Tfe3,37,0.0687732342007435,24,0.04460966542750929,13,0.024163568773234202,2638.0,0.0321470599780645,Homeostasis_D00_MoM
Zfp148,121,0.22490706319702602,31,0.05762081784386617,90,0.16728624535315986,3351.0,0.12787479822439113,Homeostasis_D00_MoM
Pbx1,42,0.07806691449814127,27,0.05018587360594796,15,0.027881040892193308,51.0,0.081373892690123,Homeostasis_D00_MoM
Runx2,56,0.10408921933085502,41,0.0762081784386617,15,0.027881040892193308,85.0,0.07066251295337792,Homeostasis_D00_MoM
Mtf1,69,0.12825278810408922,16,0.02973977695167286,53,0.09851301115241635,1458.0,0.06537328039153635,Homeostasis_D00_MoM
Bcl6,41,0.0762081784386617,27,0.05018587360594796,14,0.026022304832713755,967.0,0.026364528102614,Homeostasis_D00_MoM
Nfkbiz,26,0.048327137546468404,26,0.048327137546468404,0,0.0,0.0,0.10410792598966874,Homeostasis_D00_MoM
Nfkb1,113,0.2100371747211896,43,0.07992565055762081,70,0.13011152416356878,2121.0,0.15038241480204773,Homeostasis_D00_MoM
Zbtb7b,137,0.25464684014869887,0,0.0,137,0.25464684014869887,0.0,0.14688165160197594,Homeostasis_D00_MoM
Npas2,38,0.07063197026022305,0,0.0,38,0.07063197026022305,0.0,0.023816401963074534,Homeostasis_D00_MoM
Sp9,44,0.08178438661710037,0,0.0,44,0.08178438661710037,0.0,0.09772942406501951,Homeostasis_D00_MoM
Nr2c2,75,0.13940520446096655,18,0.03345724907063197,57,0.10594795539033457,1098.0,0.05551318731188197,Homeostasis_D00_MoM
Gbp2,25,0.046468401486988845,25,0.046468401486988845,0,0.0,0.0,0.04453582610715884,Homeostasis_D00_MoM
Smad4,85,0.1579925650557621,23,0.04275092936802974,62,0.11524163568773234,504.0,0.07663692581480504,Homeostasis_D00_MoM
Ifi204,13,0.024163568773234202,13,0.024163568773234202,0,0.0,0.0,0.027201229296278908,Homeostasis_D00_MoM
Pbx2,21,0.03903345724907063,0,0.0,21,0.03903345724907063,0.0,0.01473761891327566,Homeostasis_D00_MoM
Upp1,27,0.05018587360594796,27,0.05018587360594796,0,0.0,0.0,0.08876424383957487,Homeostasis_D00_MoM
Zfp3,24,0.04460966542750929,0,0.0,24,0.04460966542750929,0.0,0.038968294909656497,Homeostasis_D00_MoM
Runx3,20,0.03717472118959108,0,0.0,20,0.03717472118959108,0.0,0.009522236703848623,Homeostasis_D00_MoM
Cux1,32,0.05947955390334572,26,0.048327137546468404,6,0.011152416356877323,48.0,0.057996436969919955,Homeostasis_D00_MoM
Mafg,21,0.03903345724907063,0,0.0,21,0.03903345724907063,0.0,0.024626843150727423,Homeostasis_D00_MoM
Srebf2,56,0.10408921933085502,32,0.05947955390334572,24,0.04460966542750929,427.0,0.09311751985833165,Homeostasis_D00_MoM
Maz,130,0.241635687732342,35,0.06505576208178439,95,0.17657992565055763,3296.0,0.10269716178052588,Homeostasis_D00_MoM
Zbp1,24,0.04460966542750929,24,0.04460966542750929,0,0.0,0.0,0.02951363137123788,Homeostasis_D00_MoM
Rxrb,17,0.031598513011152414,13,0.024163568773234202,4,0.007434944237918215,947.0,0.01784686530404081,Homeostasis_D00_MoM
Tax1bp1,21,0.03903345724907063,21,0.03903345724907063,0,0.0,0.0,0.0518481549465712,Homeostasis_D00_MoM
Mybl1,27,0.05018587360594796,2,0.0037174721189591076,25,0.046468401486988845,408.0,0.012831111717556139,Homeostasis_D00_MoM
Nusap1,15,0.027881040892193308,15,0.027881040892193308,0,0.0,0.0,0.015964635920397388,Homeostasis_D00_MoM
Gatm,20,0.03717472118959108,20,0.03717472118959108,0,0.0,0.0,0.09958334470814713,Homeostasis_D00_MoM
Zeb1,99,0.18401486988847585,0,0.0,99,0.18401486988847585,0.0,0.1402862712323255,Homeostasis_D00_MoM
Mmp8,12,0.022304832713754646,12,0.022304832713754646,0,0.0,0.0,0.02974465023498024,Homeostasis_D00_MoM
Zfp740,32,0.05947955390334572,14,0.026022304832713755,18,0.03345724907063197,347.0,0.03927143735988355,Homeostasis_D00_MoM
Smad1,191,0.3550185873605948,17,0.031598513011152414,174,0.32342007434944237,25.0,0.1881963366361832,Homeostasis_D00_MoM
Pou2f1,37,0.0687732342007435,21,0.03903345724907063,16,0.02973977695167286,419.0,0.032988104167869146,Homeostasis_D00_MoM
Foxo3,18,0.03345724907063197,10,0.01858736059479554,8,0.01486988847583643,579.0,0.009225363186763235,Homeostasis_D00_MoM
Atf7,50,0.09293680297397769,20,0.03717472118959108,30,0.055762081784386616,612.0,0.047542917497907226,Homeostasis_D00_MoM
Rrm2,13,0.024163568773234202,13,0.024163568773234202,0,0.0,0.0,0.020678656817277805,Homeostasis_D00_MoM
Prdm1,133,0.24721189591078066,24,0.04460966542750929,109,0.20260223048327136,1794.0,0.1297494686803685,Homeostasis_D00_MoM
Ubp1,42,0.07806691449814127,25,0.046468401486988845,17,0.031598513011152414,575.0,0.0557341317506607,Homeostasis_D00_MoM
Rrm1,13,0.024163568773234202,13,0.024163568773234202,0,0.0,0.0,0.026319129655939667,Homeostasis_D00_MoM
Tfdp1,236,0.43866171003717475,18,0.03345724907063197,218,0.4052044609665427,3633.0,0.19372795049207642,Homeostasis_D00_MoM
Hist1h2ap,19,0.03531598513011153,19,0.03531598513011153,0,0.0,0.0,0.057045288757606165,Homeostasis_D00_MoM
Gmeb2,15,0.027881040892193308,2,0.0037174721189591076,13,0.024163568773234202,79.0,0.017089053703691615,Homeostasis_D00_MoM
Gabpa,154,0.2862453531598513,20,0.03717472118959108,134,0.24907063197026022,5843.0,0.1279096693128956,Homeostasis_D00_MoM
Zfp36l2,35,0.06505576208178439,35,0.06505576208178439,0,0.0,0.0,0.09339297392553553,Homeostasis_D00_MoM
Ifit2,17,0.031598513011152414,17,0.031598513011152414,0,0.0,0.0,0.02560312630049379,Homeostasis_D00_MoM
Gpr84,12,0.022304832713754646,12,0.022304832713754646,0,0.0,0.0,0.028281729799945213,Homeostasis_D00_MoM
Ikzf1,55,0.10223048327137546,49,0.09107806691449814,6,0.011152416356877323,2001.0,0.066169229971151,Homeostasis_D00_MoM
Clock,80,0.14869888475836432,38,0.07063197026022305,42,0.07806691449814127,1902.0,0.05949948813522737,Homeostasis_D00_MoM
Rreb1,78,0.1449814126394052,35,0.06505576208178439,43,0.07992565055762081,1276.0,0.06749987941176107,Homeostasis_D00_MoM
Prc1,7,0.013011152416356878,7,0.013011152416356878,0,0.0,0.0,0.01549052234043862,Homeostasis_D00_MoM
Rbpj,53,0.09851301115241635,49,0.09107806691449814,4,0.007434944237918215,473.0,0.13020624207090406,Homeostasis_D00_MoM
Nfib,3,0.0055762081784386614,0,0.0,3,0.0055762081784386614,0.0,0.00451129494910641,Homeostasis_D00_MoM
Birc5,34,0.06319702602230483,34,0.06319702602230483,0,0.0,0.0,0.031292759629963515,Homeostasis_D00_MoM
Pbx3,165,0.3066914498141264,8,0.01486988847583643,157,0.29182156133828996,2269.0,0.10587363014039314,Homeostasis_D00_MoM
Smc2,23,0.04275092936802974,23,0.04275092936802974,0,0.0,0.0,0.040116965310253036,Homeostasis_D00_MoM
Son,31,0.05762081784386617,31,0.05762081784386617,0,0.0,0.0,0.0978612786451849,Homeostasis_D00_MoM
Zfp36l1,43,0.07992565055762081,43,0.07992565055762081,0,0.0,0.0,0.11444940550764302,Homeostasis_D00_MoM
Hmgb2,37,0.0687732342007435,37,0.0687732342007435,0,0.0,0.0,0.10263058165384972,Homeostasis_D00_MoM
Kif23,29,0.05390334572490706,29,0.05390334572490706,0,0.0,0.0,0.037022768535498005,Homeostasis_D00_MoM
Rfx4,5,0.00929368029739777,0,0.0,5,0.00929368029739777,0.0,0.006456198575794619,Homeostasis_D00_MoM
Runx1,67,0.12453531598513011,60,0.11152416356877323,7,0.013011152416356878,1023.0,0.11026234692749413,Homeostasis_D00_MoM
Irf5,38,0.07063197026022305,32,0.05947955390334572,6,0.011152416356877323,8.0,0.08524457756701224,Homeostasis_D00_MoM
Phf11b,16,0.02973977695167286,16,0.02973977695167286,0,0.0,0.0,0.028538094465677896,Homeostasis_D00_MoM
Gtf2i,83,0.15427509293680297,32,0.05947955390334572,51,0.09479553903345725,666.0,0.07485398309551743,Homeostasis_D00_MoM
Nfic,18,0.03345724907063197,0,0.0,18,0.03345724907063197,0.0,0.024727252514476668,Homeostasis_D00_MoM
Nr4a3,35,0.06505576208178439,19,0.03531598513011153,16,0.02973977695167286,892.0,0.033363665517620496,Homeostasis_D00_MoM
Stmn1,51,0.09479553903345725,51,0.09479553903345725,0,0.0,0.0,0.05440012284899367,Homeostasis_D00_MoM
Ybx3,28,0.05204460966542751,28,0.05204460966542751,0,0.0,0.0,0.07466680379176739,Homeostasis_D00_MoM
Baz2b,10,0.01858736059479554,10,0.01858736059479554,0,0.0,0.0,0.019793285886873773,Homeostasis_D00_MoM
Plscr1,25,0.046468401486988845,25,0.046468401486988845,0,0.0,0.0,0.07762838706342695,Homeostasis_D00_MoM
Capn15,33,0.06133828996282528,33,0.06133828996282528,0,0.0,0.0,0.07956072417400396,Homeostasis_D00_MoM
Kif11,19,0.03531598513011153,19,0.03531598513011153,0,0.0,0.0,0.03104747851148538,Homeostasis_D00_MoM
Nhlh1,13,0.024163568773234202,0,0.0,13,0.024163568773234202,0.0,0.008114138614209775,Homeostasis_D00_MoM
Nfkb2,62,0.11524163568773234,23,0.04275092936802974,39,0.0724907063197026,327.0,0.09219189901606671,Homeostasis_D00_MoM
G0s2,27,0.05018587360594796,27,0.05018587360594796,0,0.0,0.0,0.06847046686245051,Homeostasis_D00_MoM
Ccl2,23,0.04275092936802974,23,0.04275092936802974,0,0.0,0.0,0.026788691758589108,Homeostasis_D00_MoM
Foxp1,40,0.07434944237918216,34,0.06319702602230483,6,0.011152416356877323,511.0,0.07248145803240692,Homeostasis_D00_MoM
Nrf1,206,0.3828996282527881,13,0.024163568773234202,193,0.3587360594795539,3975.0,0.14870299550862304,Homeostasis_D00_MoM
Rela,69,0.12825278810408922,36,0.06691449814126393,33,0.06133828996282528,1583.0,0.05661851339506666,Homeostasis_D00_MoM
Kif20b,14,0.026022304832713755,14,0.026022304832713755,0,0.0,0.0,0.014602378460970318,Homeostasis_D00_MoM
Sp140,22,0.040892193308550186,20,0.03717472118959108,2,0.0037174721189591076,1.0,0.03866462072646056,Homeostasis_D00_MoM
Hopx,37,0.0687732342007435,37,0.0687732342007435,0,0.0,0.0,0.11128519341022916,Homeostasis_D00_MoM
Esco2,9,0.016728624535315983,9,0.016728624535315983,0,0.0,0.0,0.012608995539225759,Homeostasis_D00_MoM
Mafk,80,0.14869888475836432,11,0.020446096654275093,69,0.12825278810408922,1123.0,0.06510816449789261,Homeostasis_D00_MoM
Irf2,76,0.1412639405204461,45,0.08364312267657993,31,0.05762081784386617,1587.0,0.05952333386018367,Homeostasis_D00_MoM
Ube2c,29,0.05390334572490706,29,0.05390334572490706,0,0.0,0.0,0.028951290731174015,Homeostasis_D00_MoM
Foxm1,18,0.03345724907063197,14,0.026022304832713755,4,0.007434944237918215,25.0,0.012228920772949608,Homeostasis_D00_MoM
Cenpe,6,0.011152416356877323,6,0.011152416356877323,0,0.0,0.0,0.0028520782683652637,Homeostasis_D00_MoM
Elf2,54,0.10037174721189591,24,0.04460966542750929,30,0.055762081784386616,1297.0,0.04497618225406403,Homeostasis_D00_MoM
Cfh,11,0.020446096654275093,11,0.020446096654275093,0,0.0,0.0,0.03369909509071255,Homeostasis_D00_MoM
Hilpda,20,0.03717472118959108,20,0.03717472118959108,0,0.0,0.0,0.06323067555454887,Homeostasis_D00_MoM
Racgap1,27,0.05018587360594796,27,0.05018587360594796,0,0.0,0.0,0.03528001262036329,Homeostasis_D00_MoM
Nme2,33,0.06133828996282528,33,0.06133828996282528,0,0.0,0.0,0.10118110368106455,Homeostasis_D00_MoM
Zfp524,5,0.00929368029739777,0,0.0,5,0.00929368029739777,0.0,0.022916096322337386,Homeostasis_D00_MoM
Tfcp2,34,0.06319702602230483,2,0.0037174721189591076,32,0.05947955390334572,325.0,0.031398897952278695,Homeostasis_D00_MoM
