,source,target,coef_mean,coef_abs,p,-logp
0,Zbtb14,2410017I17Rik,0.00011557809,0.00011557809,3.8278913298966085e-05,4.417040399917178
1,Maz,2410017I17Rik,-9.9999896e-05,9.9999896e-05,0.0002742212343470324,3.5618989186103933
2,Gtf2i,2410017I17Rik,-6.342621e-05,6.342621e-05,0.015192711732504154,1.818364702414088
3,Irf3,2410017I17Rik,-0.00014899363,0.00014899363,4.570341032815333e-08,7.340051392240024
4,Tfdp1,2410017I17Rik,0.000102788676,0.000102788676,3.4064235233924e-05,4.4677013568321735
5,Nr4a3,2410017I17Rik,8.588521e-05,8.588521e-05,1.0789523024136626e-05,4.966997753886517
6,Mnt,2410017I17Rik,9.078206e-05,9.078206e-05,0.00025881535337906887,3.58700996413151
7,Egr1,2410017I17Rik,-5.487677e-05,5.487677e-05,0.0008191228457698913,3.086650961195401
10,Nfkb1,2410017I17Rik,0.00025473916,0.00025473916,9.878709954241262e-09,8.005299765567692
11,Sp3,2410017I17Rik,-0.0002584635,0.0002584635,2.28977786323395e-09,8.640206647551421
12,Gabpa,2410017I17Rik,-0.000100244855,0.000100244855,2.8389328367190375e-06,5.546844881862075
15,Max,2410017I17Rik,0.00017103231,0.00017103231,1.0233933427890212e-07,6.98995741245614
16,Setdb1,2410017I17Rik,7.9529804e-05,7.9529804e-05,0.0002155414564284395,3.666469186911322
18,Irf2,2410017I17Rik,0.0001276586,0.0001276586,5.212184189988637e-06,5.282980245437913
19,Rxra,2410017I17Rik,0.00040744655,0.00040744655,6.279502067176898e-14,13.202074792258179
20,Mlx,2410017I17Rik,-8.1330494e-05,8.1330494e-05,3.816519738109838e-05,4.418332487211371
21,Egr4,2410017I17Rik,-5.9196267e-05,5.9196267e-05,0.006402908037817811,2.1936227357137175
22,Arntl,2410017I17Rik,-0.0001312814,0.0001312814,1.1819832831594274e-07,6.927388665656925
24,Zbtb7b,2410017I17Rik,-0.0001626323,0.0001626323,6.550944798850502e-07,6.1836960601094475
25,Sp9,2410017I17Rik,4.430825e-05,4.430825e-05,1.4900503573073852e-06,5.826799054050033
27,Bclaf1,2410017I17Rik,0.00015344334,0.00015344334,8.599240817501435e-07,6.0655398886777805
30,Klf13,2410017I17Rik,-0.00017601492,0.00017601492,2.701535890785028e-07,6.568389258342684
31,Sp1,2410017I17Rik,-0.00020223987,0.00020223987,2.997298128650076e-09,8.523270057458689
32,Usf2,2410017I17Rik,-0.00013762937,0.00013762937,5.185634825027209e-08,7.2851980697223935
33,Id3,2410017I17Rik,-7.2707735e-05,7.2707735e-05,5.936805329013107e-05,4.226447191586239
34,Mbd2,2410017I17Rik,8.930888e-05,8.930888e-05,1.0261246329800496e-05,4.988799886662593
35,Rxrg,2410017I17Rik,-6.247628e-06,6.247628e-06,6.333261628917223e-07,6.19837257076818
36,Pou2f2,2410017I17Rik,0.00022940298,0.00022940298,2.220979223415567e-09,8.653455504125176
37,Smad1,2410017I17Rik,0.00010523535,0.00010523535,1.2304819162065646e-05,4.909924764528762
41,Bhlhe41,2410017I17Rik,-0.00010323489,0.00010323489,2.998653806210466e-06,5.523073670529591
42,Nfkb2,2410017I17Rik,-7.3002215e-05,7.3002215e-05,0.003994716861377695,2.3985139973009213
43,Irf9,2410017I17Rik,9.0426365e-05,9.0426365e-05,0.005677010629782578,2.2458802925895256
44,Npas2,2410017I17Rik,-0.00014375929,0.00014375929,7.524301002277205e-10,9.123533839249614
45,Atf3,2410017I17Rik,-9.4501476e-05,9.4501476e-05,8.764920378087038e-06,5.0572520247515325
48,Elf1,2410017I17Rik,9.0414265e-05,9.0414265e-05,0.004129124690435858,2.384142002194179
49,Egr2,2410017I17Rik,-0.0002352812,0.0002352812,9.023652916760727e-10,9.044617617619872
50,E2f7,2410017I17Rik,-3.6823545e-05,3.6823545e-05,0.0023803419709372098,2.6233606457072542
51,Stat1,2410017I17Rik,-0.00031300582,0.00031300582,1.8165953150821304e-09,8.740741810172189
56,Mlxip,2410017I17Rik,-8.981427e-05,8.981427e-05,0.0005438388533875228,3.2645297684126717
57,Bhlhe40,2410017I17Rik,0.00024926368,0.00024926368,3.5441112536550133e-12,11.45049265357672
58,E4f1,2410017I17Rik,0.00017447952,0.00017447952,1.0446785152398932e-10,9.981017336862022
59,Zbtb1,2410017I17Rik,0.00020584646,0.00020584646,1.1203646970292967e-07,6.950640584360183
60,Smarcc1,4930447M23Rik,-0.00013604958,0.00013604958,2.851330900898884e-05,4.54495237928986
61,Nfatc3,4930447M23Rik,0.00020318662,0.00020318662,4.5980248499029195e-08,7.337428685927429
62,Mef2a,4930447M23Rik,-0.00024808547,0.00024808547,3.311360425785938e-11,10.47999354579253
63,Nfat5,4930447M23Rik,-6.7463625e-05,6.7463625e-05,0.0029094201355178715,2.536193559824733
64,Atf7,4930447M23Rik,-6.919512e-05,6.919512e-05,0.043788176489507294,1.3586431401477739
65,Cebpg,4930447M23Rik,-0.00027072217,0.00027072217,1.2021753833925464e-08,7.920032169202401
66,Maf,4930447M23Rik,-0.00012444213,0.00012444213,0.003696834322750431,2.4321700123231755
67,Prdm1,4930447M23Rik,9.557747e-05,9.557747e-05,0.0003699127834547379,3.4319006600662716
69,Zbtb16,4930447M23Rik,1.0309176e-05,1.0309176e-05,0.027894850340129257,1.554475964299512
70,Sox21,4930447M23Rik,-6.0126084e-05,6.0126084e-05,0.00011401766366233933,3.9430278623754713
72,Nfatc4,4930447M23Rik,2.1931806e-05,2.1931806e-05,0.00019537582073354454,3.7091291845873395
73,Foxk2,4930447M23Rik,0.00017948069,0.00017948069,7.580209290575747e-09,8.120318803274628
74,Junb,4930447M23Rik,7.987077e-05,7.987077e-05,0.0011986350929081083,2.921313011444106
75,Hivep3,4930447M23Rik,7.787209e-05,7.787209e-05,0.0006090867085958461,3.2153208775080393
76,Mef2c,4930447M23Rik,0.000117344345,0.000117344345,2.972938414016282e-14,13.526814087340613
77,Fli1,4930447M23Rik,0.00013970486,0.00013970486,4.2323524936475844e-08,7.373418169027939
78,Hivep2,4930447M23Rik,-3.3180084e-05,3.3180084e-05,0.008615789572669105,2.0647049165513747
79,Elf5,4930447M23Rik,-2.6195308e-05,2.6195308e-05,1.0383875150850494e-05,4.983640542194578
80,Nr3c1,4930447M23Rik,-0.0003784919,0.0003784919,7.678128062527031e-14,13.11474464861546
81,Jund,4930447M23Rik,-0.0003896003,0.0003896003,4.175311387526779e-13,12.379311130038646
83,Cebpb,4930447M23Rik,9.4589646e-05,9.4589646e-05,0.0011705691820657201,2.9316029138755058
84,Fos,4930447M23Rik,-0.000257213,0.000257213,1.0896938917939832e-08,7.962695483504673
85,Foxa3,4930447M23Rik,-0.00010606246,0.00010606246,4.950436362351519e-05,4.305356517953534
86,Foxj2,4930447M23Rik,0.0003673758,0.0003673758,2.0304276605242482e-13,12.692412478813583
87,Atf3,4930447M23Rik,0.00026766726,0.00026766726,1.3398346799730563e-09,8.872948785220835
88,Foxj3,4930447M23Rik,6.3677704e-05,6.3677704e-05,0.0043049061991376515,2.3660363070769304
89,Atf1,4930447M23Rik,0.00012133714,0.00012133714,0.000570356808259188,3.243853369981098
