,source,target,coef_mean,coef_abs,p,-logp
2270,Rara,Camta2,-0.028958894,0.028958894,1.875630355674107e-11,10.726852747145026
2272,Tfdp1,Camta2,0.012789774,0.012789774,0.0008351755318726636,3.0782222376755577
2276,Sp2,Camta2,-0.0062792846,0.0062792846,0.002805592440886672,2.5519754172454694
2277,Sp3,Camta2,-0.011612381,0.011612381,2.8911956623164866e-08,7.5389225163580695
2278,Rest,Camta2,0.0296489,0.0296489,2.893250589024691e-09,8.538613949788738
2279,Max,Camta2,0.010309426,0.010309426,1.5422287818996242e-05,4.811851196099252
2280,Setdb1,Camta2,0.025846468,0.025846468,1.4664000324053675e-11,10.833747538448545
2281,Zbtb7a,Camta2,0.017969845,0.017969845,1.8848945959819985e-07,6.724712930690698
2282,Rxra,Camta2,0.020819202,0.020819202,1.2684713024808079e-11,10.896719353680886
2283,Egr4,Camta2,-0.0012433912,0.0012433912,0.0012965712111972438,2.887203625612169
2285,Nrf1,Camta2,-0.0074990727,0.0074990727,3.615112675330094e-06,5.4418781621283685
2286,Zbtb7b,Camta2,0.030208677,0.030208677,1.9341289963205372e-12,11.713514564109298
2287,Sp9,Camta2,-0.005016661,0.005016661,3.2194874518284947e-10,9.492213263260865
2288,Pbx3,Camta2,0.01603303,0.01603303,2.2246252356986315e-06,5.652743140537694
2289,Yy1,Camta2,-0.007322615,0.007322615,4.426716569628177e-05,4.35391828380092
2290,Bclaf1,Camta2,0.010220308,0.010220308,2.867152391368346e-06,5.54254922335226
2292,Klf13,Camta2,-0.012458309,0.012458309,1.8360563638160188e-07,6.736113990826199
2293,Etv6,Camta2,0.008114075,0.008114075,1.3977877264120664e-05,4.854558777265338
2294,Usf2,Camta2,0.041843105,0.041843105,2.431987893818872e-13,12.614038591266386
2295,Mbd2,Camta2,-0.009042932,0.009042932,0.00019542158540680245,3.709027467713888
2296,Rxrg,Camta2,0.003925585,0.003925585,5.158638970679462e-10,9.287464865328513
2298,Smad1,Camta2,0.01680276,0.01680276,2.758040734310934e-08,7.559399323890473
